buyer_id,id_new_ip2_3m,id_new_ip3_3m,no_unique_umid_14d,no_unique_ip2_14d,no_login_14d,id_ip_same_seller_14d,id_ip3ua_same_seller_14d,avg_price_per_order_usd_14d,std_price_per_order_usd_14d,avg_dscnt_rate_per_order_14d,std_dscnt_rate_per_order_14d,avg_shpfee_per_order_usd_14d,std_shpfee_per_order_usd_14d,id_susp_paymethod_14d,no_acct_umid_3m,max_cancel_rate_14d,max_avg_price_seller_usd_14d,max_avg_dscnt_rate_seller_14d,max_avg_shpfee_seller_usd_14d
10252985,0,1,1,2,9,0,0,6.2989312074380726,7.578791250329614,0.31864637645520344,0.25410423599316917,0.8962181450658654,0.8399552652644446,1,0,0.24850487881649355,7.297539632110511,0.5560136244541461,1.7997680103522349
10270267,0,0,1,3,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1027586,0,0,1,4,9,0,0,6.057300207297065,0.0,0.55505,0.0,0.9189072120295583,0.0,0,0,0.14397708427559175,2.0041701451875,0.7594151015359148,0.998111837694832
10279858,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10290940,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
10292628,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10302781,0,1,0,1,1,0,0,1.7016800222769597,0.0,0.2857142857142857,0.0,0.4764704062375487,0.0,0,0,0.12723987351302515,1.829177618115058,0.34929358862497206,0.5653287889199676
10304950,1,1,1,1,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10324111,0,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1032909,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1033089,0,0,3,3,19,0,0,2.4163856316332826,0.7827728102474013,0.4041666666666667,0.2041666666666667,1.0890752142572542,0.0,0,0,0.2168700887956613,4.506083070759688,0.6485427290071412,1.0310302626666308
10347169,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10361004,1,1,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10361004,1,1,1,2,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10361004,0,0,2,3,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10372862,0,0,1,3,14,0,0,3.199158441880684,0.0,0.0,0.0,3.471427245444998,0.0,1,0,0.16,2.3848537735367605,0.07224468062413555,0.5009925895597993
10377328,0,0,3,2,23,0,0,4.711951981684901,1.4477727212750153,0.48781181783144917,0.09405981939931922,0.38968472510142377,0.19847017347813056,0,0,0.26157622957758403,6.1450388292456655,0.6041570543345545,1.1839671763592639
1037793,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10390766,1,1,2,3,4,0,0,17.64301847096752,1.3205036972869229,0.3487437185929648,0.04874371859296489,0.6432350484206908,0.1735713622722499,1,0,0.37475149105367794,22.942515857995296,0.44192044450224205,0.9341307347673268
10395332,0,0,3,4,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10395332,0,0,4,4,8,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10398689,0,0,2,2,11,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10398689,0,0,3,2,13,0,0,14.174994585567083,0.0,0.4050000000000001,0.0,0.9529408124750963,0.0,0,0,0.09297040702959297,0.4905124212602749,0.6059299999737915,0.18195566945961342
10412785,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10430053,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10436849,0,0,1,1,7,0,0,10.770545465798897,9.656421521613726,0.36741375,0.30522625000000003,1.3783608180443374,0.49348720646031835,0,0,0.239900779588944,12.065185310983656,0.5852578727675866,2.0259219683048726
10440614,0,0,7,3,15,0,0,29.986778461894946,27.37225230742368,0.3551210218600714,0.25799239482794045,0.3607561647227155,0.26168275815006253,1,0,0.535234899328859,72.8887107000872,0.5058985103245387,5.789097743860102
10458261,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10481264,0,1,1,5,15,0,0,2.886049317781724,1.23313774371602,0.4857352941176471,0.3460209431227896,0.8145375039965715,0.28066660133810517,0,0,0.16809775429326287,7.635074701255874,0.6987286401380717,1.088213234759648
10481372,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10481372,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1054252,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10553969,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10555367,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10556216,0,1,1,1,5,0,0,2.3414890215861326,0.4755217081036094,0.8020219918699188,0.01010104799200149,1.1344533481846397,0.41713342082939403,1,0,0.36439744437100685,2.513572552893592,0.7993164605562434,1.06078070302273
10556325,0,0,1,4,6,0,0,9.777036601592718,0.0,0.2633948717948718,0.0,0.0,0.0,0,0,0.22809960005160623,3.689565630394754,0.4246976239239449,0.7314471228156071
10559337,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1057278,0,0,1,2,9,0,0,114.69323350146708,0.0,0.26739130434782615,0.0,0.0,0.0,1,0,0.8439716312056738,66.37437098216749,0.20461976780989974,2.440603587059274
10578025,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
10578758,0,0,4,2,8,0,0,14.074765632254962,15.205438908178149,0.11681666666666667,0.19002912276806416,1.9211967451506875,2.091061496812476,1,0,0.6554621848739496,122.74713286421687,0.5647375640212339,21.233672231557126
1057960,0,1,3,2,21,0,0,2.3183688623501295,0.7220592283543101,0.5600508158508158,0.20092418423753838,0.31174778008113907,0.25600507702531694,0,189,0.1544476129150952,6.606904207025332,0.7704754522367496,0.8496624780171959
10582845,0,1,1,1,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10590729,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10594708,1,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10617185,0,0,1,3,7,0,0,16.18176881903807,14.358908343804599,0.4665610758771812,0.3003346871064088,0.35224776461133067,0.20337034171979568,0,0,0.1703863321533015,13.90137334858556,0.7146650898244424,1.1227033818376715
10626232,0,0,1,5,11,0,0,36.68932980327719,53.560681892549084,0.39179175674244515,0.25262396413034083,0.36659049622766504,0.3095679656284869,0,0,0.39535865553542976,240.64767937762295,0.5834567406853217,1.5695354250438422
1063698,0,0,2,3,11,0,0,26.137805142174102,0.0,0.3703885882931628,0.0,0.4696636861484409,0.0,0,0,0.08670370848946893,9.831144090565438,0.37937031893638407,1.3486712487164398
10653569,0,0,1,3,9,0,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
10666423,0,0,1,1,2,0,0,6.670585687325682,0.0,0.30000000000000004,0.0,1.3273104173760286,0.0,1,1,0.5641025641025641,6.5520395634713475,0.25870846381286716,1.1384764157840348
10686156,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10693981,0,0,1,2,2,0,0,31.140744407668365,7.317224095790928,0.12678812415654522,0.00398110661268555,0.0,0.0,1,0,0.3715656868626275,52.42679747939371,0.3386616483664817,5.2321389936366485
10770708,1,1,0,5,9,0,0,1.6336128213858814,0.0,0.2,0.0,0.46966368614844073,0.0,1,0,0.9375,0.3742143446019714,0.2,0.31652950743897346
10771302,1,1,1,5,13,0,0,3.39593099577095,1.055234038507084,0.31980011653784324,0.19640557561619315,0.43660247428705995,0.08098309933843416,0,0,0.6871141975308642,11.4540728503629,0.5565532877346683,1.5195421964900553
10772002,0,0,1,4,14,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1078347,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10787796,0,0,1,1,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10808301,0,0,1,2,9,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10812930,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10812930,0,0,2,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10819921,0,1,2,2,16,0,0,7.350502150306575,4.264475829561425,0.4441621294343873,0.2462748022558782,2.0488227468214597,0.6038063336410542,0,0,0.44024508614413976,5.88728122353095,0.721759148689942,1.0148482151861147
1082899,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10832290,0,0,2,1,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10834126,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10837617,0,0,1,6,13,0,0,3.5984860204416775,2.9905257554845788,0.2842105263157895,0.20096719044249248,0.36983179150819256,0.14118361935764107,0,0,0.25806451612903225,16.52571836278257,0.39947192723423625,1.2242293369520123
10848445,0,0,1,2,7,0,0,2.0760496271778908,0.0,0.1285714285714286,0.0,0.4696636861484409,0.0,0,0,0.32407407407407407,1.075787359755996,0.2092286586686417,0.7295067268568739
1085514,0,0,2,2,25,0,0,33.137548105193446,52.949700600400774,0.1452321816785172,0.28898614593752336,0.10419517674865077,0.2575698610854349,0,0,0.9094375177295384,20.924419286663003,0.7693524742016169,1.3086274164661398
10890905,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10907929,0,1,4,5,14,0,0,2.8656291575144,0.7864241393852847,0.4525925925925926,0.1405934902207617,0.3380670977590226,0.24099591691028463,0,0,0.16199047114875595,2.7141423562680047,0.6360885830183629,0.6930532509126761
1091166,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10921557,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10931264,0,0,1,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10933567,1,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10934612,1,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10946220,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10947976,0,0,3,1,17,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1095330,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
10977062,0,1,1,1,4,0,0,119.01550075805056,2.688654435197602,0.02686677783954053,0.020752269779507122,0.8508400111384798,0.8508400111384798,0,0,0.7237097058305443,250.82100600284642,0.2294243009075432,1.5634984670647165
11007869,1,1,1,3,12,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11012737,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11023836,1,1,1,2,3,0,0,9.503066118006126,0.0,0.0,0.0,0.0,0.0,1,0,0.2612417741000176,87226.05407827742,0.0,0.0
11063879,0,0,2,2,13,0,0,21.713437084254007,0.0,0.24047619047619045,0.0,0.0,0.0,1,0,0.16176470588235295,20.901869072667264,0.12277746404024013,0.9346810014722582
11065966,1,1,1,3,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1106989,0,0,1,4,28,0,0,98.62937409117258,0.0,0.1471453796350795,0.0,3.6415952476726936,0.0,1,0,0.20102731730095727,16.681399054665963,0.46308975077260983,0.8591557067281365
11096066,0,0,1,1,13,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
11109047,0,0,2,2,3,0,0,8.841929395751082,0.0,0.4349717268377556,0.0,0.9529408124750974,0.0,0,0,0.24219599966524397,10.960671579121858,0.3163812623616822,0.43234108700348856
11114023,0,0,1,2,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11117232,1,1,1,7,14,0,0,2.556263729464449,1.546620753317529,0.27802731673582304,0.20338020326362322,0.23483184307422045,0.23483184307422048,0,0,0.32568149210903874,26.741259919752924,0.5455229139196424,4.751981722494062
11129624,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
1115383,0,0,2,2,10,0,0,16.273119643579413,13.202722816020442,0.5015787574105123,0.20392756824506847,0.6010024442314535,0.30089989779001464,0,1,0.4793926247288503,104.04015895089778,0.7745878023197754,2.534209810793192
11155079,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11164768,1,1,1,3,10,0,0,18.270427895181033,24.145213851498248,0.22988601823708207,0.16563793933678655,0.4764704062375487,0.47647040623754877,0,1,0.9720599795757936,30.466826006296348,0.5680122277872781,1.2732830653107992
11192041,0,1,1,2,8,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11198692,0,1,0,0,0,0,0,9.427307323414357,0.0,0.27105263157894727,0.0,5.51344327217735,0.0,0,0,0.22109597719353816,6.96138663688233,0.40143155309904044,1.8324855416129022
11199745,0,0,4,3,14,0,0,6.9115180532797655,3.599184671689726,0.1974848996723997,0.17671279571186216,0.09359240122523277,0.1733292879723341,1,0,0.21068411011174706,20.96351011075343,0.5181458899768719,2.155314174093477
11199745,0,0,5,3,15,0,0,6.9115180532797655,3.599184671689726,0.1974848996723997,0.17671279571186216,0.09359240122523277,0.1733292879723341,1,0,0.2106267029972752,20.95637021012774,0.5182086023268341,2.1553141740934776
11199745,0,0,6,3,17,0,0,6.9115180532797655,3.599184671689726,0.1974848996723997,0.17671279571186216,0.09359240122523277,0.1733292879723341,1,0,0.21049768833288007,20.930540023739333,0.5184719196170339,2.1556672281802705
11248682,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
11253612,0,0,1,3,4,0,0,1.0210080133661759,0.0,0.7,0.0,0.5445376071286271,0.0,0,0,0.12006196746707978,4.018502738427452,0.582365322997341,0.43008580212385134
11290472,0,0,1,1,11,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11291045,0,0,1,1,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11382821,0,0,1,1,4,0,0,2.6736796510015592,0.0,0.39382716049382716,0.0,0.0,0.0,0,0,0.19032258064516128,7.297523023045443,0.3289554195402634,0.8048763185208979
11411323,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11461579,0,1,1,3,12,0,0,61.62779864485917,59.74671218256907,0.3051831481807357,0.16078250583794546,0.8304198508711563,0.7989129458240686,0,0,0.3291110608459625,201.92780556711028,0.35115962716800014,5.617521215638301
11461612,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11558097,0,0,2,2,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1157750,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11590526,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11590526,0,0,1,1,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11594533,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
11604929,0,0,1,2,11,0,0,3.54289780638063,0.13953776182671085,0.2726890756302521,0.2726890756302521,0.0,0.0,0,0,0.12984317343173432,4.195750325751463,0.5125622929665344,0.5540923339152855
1167293,0,1,1,3,7,0,0,10.63784845766174,3.5440209151953326,0.0,0.0,0.0,0.0,1,0,0.4343974778638529,20.88999436177595,0.0,0.0
11676951,1,1,1,2,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1170492,0,0,1,1,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11705629,1,1,1,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11706501,0,0,11,2,20,0,0,6.295212091211609,7.018111047223316,0.29660923786197124,0.22053293127884985,0.381176324990039,0.23949597220803678,0,0,0.22202486678507993,21.770554971201477,0.5908344688391304,1.5511441104932875
11706501,0,0,12,2,21,0,0,6.295212091211609,7.018111047223316,0.29660923786197124,0.22053293127884985,0.381176324990039,0.23949597220803678,0,0,0.22163120567375885,21.779051048577703,0.5908081485339544,1.5494046764509257
1170826,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1170826,0,0,2,2,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11712385,0,0,1,4,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
117332,1,1,1,1,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
117332,0,0,2,2,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11765008,0,0,1,1,18,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11765244,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11792700,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11802946,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11807278,1,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11823806,0,0,1,2,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11824716,0,1,2,2,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11844685,0,0,2,2,12,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11871866,0,0,1,4,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11882931,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11887994,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,4,\N,\N,\N,\N
1189675,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11911784,0,1,1,3,11,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
1195259,0,1,1,3,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11961181,1,1,1,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11969734,0,0,3,3,16,0,0,1.2607633839715175,0.9487375175194993,0.5216205938890773,0.19839649723979677,0.7941173437292478,0.22461030352351982,0,0,0.13729260766513127,2.1293762729988237,0.7461656414640598,0.5888072009469161
11970537,1,1,1,5,13,0,0,13.533818569973338,9.994944814041894,0.10395058398207477,0.10679850651529278,0.0,0.0,1,0,0.2883146716922206,20.96921068101349,0.1566606314436223,0.04283493473148983
11971753,0,0,1,4,5,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
11981358,0,0,1,3,7,0,0,9.937811330097444,0.0,0.5050847457627119,0.0,0.47647040623754866,0.0,0,1,0.20739968733715478,3.475802808778737,0.6246521602280687,0.6372732010797081
11995135,0,0,9,2,11,0,0,6.279199282201981,1.5825624207175728,0.0,0.0,0.9359240122523278,0.15315120200492638,1,0,0.24425887265135698,3.3845472847168634,0.09226438470804695,1.094121227394976
1199726,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12001567,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12008710,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
120191,0,0,2,3,17,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12020075,0,0,4,2,30,1,1,3.7011942699801867,1.3734398641700323,0.4855729213063311,0.10816190129224482,0.9096253209989567,0.5722745630637993,0,0,0.24194143247031055,2.979059684500456,0.4849482266318365,1.4650760969502947
12023294,1,1,1,3,6,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12031650,0,0,1,5,5,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
12037075,1,1,1,1,5,0,0,0.8508400111384798,0.3403360044553919,0.34210526315789475,0.2631578947368421,0.4696636861484409,0.0,0,0,0.12900582665695556,1.631661153223746,0.22770029631104363,0.7110010824835769
12040134,0,1,2,3,7,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12044046,0,0,1,2,2,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12060777,0,0,4,2,5,0,0,73.96635830163852,1.604359310882287,0.13238686231184146,0.028177634309744844,0.1565545620494803,0.22140158490175527,0,0,0.7236772719282827,250.96995478184016,0.09251800644719317,1.2649755528641704
12076603,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12101709,0,0,2,3,10,0,0,2.4163856316332826,1.0210080133661756,-0.01750000000000001,0.007500000000000049,0.0,0.0,1,0,0.12912858948889291,20.97275834313058,9.271148474979827E-4,9.964008930254866E-4
12120699,0,0,3,7,14,0,0,0.5629157513692182,0.08134030506483865,0.28613636363636374,0.24219696969696972,0.6466384084652447,0.0,0,0,0.19191111111111112,1.322503066035365,0.6220252765589988,0.8633603977831119
12149972,0,0,1,3,6,0,0,1.5451254602274793,0.0,0.20350877192982464,0.0,0.4696636861484409,0.0,0,0,0.13961952026468155,2.711969132965685,0.31793122589459355,0.642613991250164
12165333,0,0,1,2,3,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12176692,0,0,1,4,9,0,0,0.27213266916253137,0.0,0.0,0.0,1.0210080133661759,0.0,0,0,0.09366445052796246,0.5400595969002067,0.021355521282008648,0.29897292877439896
12190472,0,0,1,2,18,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12207355,0,1,2,2,8,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12220862,0,0,2,4,11,0,0,1.0379567463880544,0.0,0.6234814814814815,0.0,0.4696636861484409,0.0,0,0,0.141216725627791,3.3411565409053163,0.5811252301738518,1.8869221237654101
12240125,0,0,1,2,7,0,0,166.6285077813599,0.0,0.15557088651259046,0.0,0.0,0.0,0,0,0.39546976668209416,136.8426332686793,0.16501253629041257,1.0474641223179513
12264907,0,1,1,2,10,0,0,78.22517558245804,76.06965678025001,0.1597192690742445,0.20999161607996458,0.19058816249501948,0.5717644874850585,1,0,0.7589952477936185,87056.86428053131,0.5328962242139658,6.3611943894345115
12268495,0,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
12268495,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
12272851,0,0,2,4,8,0,0,3.3335911636405635,0.6842425534036454,0.19946741854636596,0.12042852234094051,0.8151047306706637,0.2430663923052949,0,0,0.20857369075896393,9.376586545823026,0.4248060840325577,1.302434183622249
12326616,0,0,1,1,7,0,0,2.515661644132921,0.013171003372423828,0.630415,0.0019349999999999923,0.0,0.0,1,0,0.2539047619047619,3.090829704058633,0.3779597671051726,0.0
12326616,0,0,2,1,8,0,0,2.3568722089875167,0.22481952683760326,0.5843444632768361,0.06517273093802946,0.21554613615508156,0.30482826906763405,1,0,0.25411004466406917,3.0892330990601224,0.5225851314832228,0.29923151648884905
124328,0,1,2,4,17,0,0,15.42944215835288,33.66292463051492,0.18570886406228312,0.2666184802281896,0.20729556635010235,0.23599460196812722,0,0,0.9253863134657837,153.14805444412667,0.721754689840431,1.6133682150977038
12456570,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
