buyer_id,label,no_unique_umid_14d,no_unique_ip2_14d,no_unique_ipisp_14d,id_new_umid_14d,id_new_ip2_14d,id_new_ipisp_14d,id_is_auto,id_umid_same_seller_14d,id_ip2_same_seller_14d,avg_price_per_order_14d,std_price_per_order_14d,avg_dscnt_rate_per_order_14d,std_dscnt_rate_per_order_14d,avg_shpfee_per_order_14d,std_shpfee_per_order_14d,id_susp_paymethod_14d,no_acct_umid_14d,max_cancel_rate_14d,max_avg_price_seller_14d,max_avg_dscnt_rate_seller_14d,max_avg_shpfee_seller_14d,id_susp_device
14115623,0,1,7,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1415503,0,1,6,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14204523,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1427803,0,2,1,1,0,0,0,0,0,0,216719.0,140987.67635151662,0.345147601010101,0.18155891101684424,5500.0,1940.3607911932254,0,1,0.3041182682154171,154490.86986831913,0.5433999497589161,26885.089465530596,0
14282004,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14302615,0,0,0,0,1,1,1,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14352866,0,2,4,2,0,0,0,1,0,0,142500.0,56500.0,0.39229323308270675,0.10895989974937342,8500.0,5000.0,0,1,0.19810576164167323,84527.40754716982,0.5624862866694904,9821.797169811322,0
14379137,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14419927,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14424837,0,2,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1448606,0,1,5,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14536280,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14603348,0,2,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14645952,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14734703,0,2,5,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14825593,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14883121,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
14883316,0,2,2,2,0,0,0,0,0,0,37250.0,15850.0,0.3260162601626016,0.3260162601626016,4753.0,753.0,1,1,0.11235668789808917,18400.02164655784,0.5811126870505986,9332.475707898659,0
14888442,0,2,2,2,0,0,0,1,0,0,96388.5,53638.5,0.12304773869346734,0.12304773869346734,0.0,0.0,0,1,0.2880640142253834,375170.4309352518,0.25137459577775734,22745.19784172662,0
15210133,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
15274618,0,1,3,2,0,0,0,1,0,1,188514.2857142857,301973.86560794315,0.30492595746694107,0.2243106673957074,8364.285714285714,6334.300856995883,0,1,0.2247191011235955,188574.91666666666,0.6539246193356394,31383.333333333332,0
15388015,0,2,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
15447465,0,1,4,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
15502175,0,1,5,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
15541801,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
15562030,0,2,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
15598106,0,1,5,3,0,0,0,1,0,0,154705.0,65295.0,0.276475,0.276475,24500.0,6500.0,0,1,0.5057851239669422,231052.87732342008,0.5890639690826178,16738.847583643124,0
15631629,0,2,5,2,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1565470,0,2,2,1,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
15757874,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
15774396,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
15957224,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1608420,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16105609,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16143068,0,2,2,1,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16182936,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16224577,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16248954,0,0,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,0,0,\N,\N,\N,\N,0
16368805,0,1,7,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16374855,0,4,1,1,0,0,0,1,0,1,34909.36363636364,21894.403727780333,0.35957164093767874,0.35113106951331613,1112.090909090909,2152.1169474198887,1,1,0.3766017353329886,350373.9165486708,0.7897819093747683,17280.73055436184,0
16385279,0,2,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1640764,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16479930,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16654724,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16658170,0,3,3,3,0,0,0,1,0,0,34000.0,1000.0,0.6634897360703812,0.01832844574780057,0.0,0.0,0,1,0.34203655352480417,18547.142180094786,0.7689077202169664,17844.175355450236,0
16782462,0,1,3,2,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
16958775,0,2,8,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
17013308,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1703701,0,2,2,1,0,0,0,0,0,0,82600.0,28169.487038283107,0.34959999999999997,0.24800602143227624,1425.0,156.5779890874406,0,1,0.18418335742308486,53971.77306273063,0.6841395174259974,13045.49569495695,0
1712703,0,2,2,2,0,0,0,1,0,1,79166.0,36539.399951285464,0.5527072031975002,0.10901950384333997,1317.2,1277.0212840826107,0,1,0.21166552745500114,53690.274331550805,0.6337718354197384,11538.745736434108,0
17127527,0,2,5,3,0,0,0,1,0,0,13419.0,0.0,0.32905,0.0,7000.0,0.0,0,1,0.13882310074694845,7521.31368976566,0.5026565755499655,4374.315637368851,0
17220633,0,2,2,2,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,0,3,\N,\N,\N,\N,0
17232850,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
17311138,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
17337004,0,2,4,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1753702,0,3,4,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
17539307,0,2,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
17715494,0,2,3,2,0,1,1,1,0,0,14867.333333333334,7502.98613146052,0.6773750427350427,0.1565377591255699,6900.0,0.0,0,1,0.15102685624012638,20513.14241982507,0.795561109328724,8933.214197276104,0
17736543,0,2,3,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1804286,0,1,3,2,1,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
18174265,0,3,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
18175657,0,3,5,3,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1821272,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
18252599,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
18379717,0,1,6,4,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
18433064,0,1,3,2,0,0,0,1,0,0,259143.0,341464.8294168327,0.3956325081699346,0.22044177627669218,18041.666666666668,16515.407368743756,1,1,0.324953095684803,114025.53848885732,0.6680344120342271,23642.680014205805,0
18578522,0,1,2,1,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
18585915,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
18727407,0,3,2,2,0,1,0,0,0,0,29999.0,0.0,0.70001,0.0,6900.0,0.0,0,1,0.11625939622459092,17881.694093294893,0.6254589151627902,6870.875988763214,0
1881453,0,1,3,2,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
19004123,0,2,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
19025458,0,2,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
19038927,0,1,6,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
19225964,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
19358895,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
1940721,0,2,4,3,0,0,0,1,0,0,307423.3846153846,331922.0103795326,0.28518511275173725,0.25526134182463117,1048.5384615384614,990.6278207732412,0,1,0.5833333333333334,1040991.7679127726,0.5353936120881893,26923.805555555555,0
19648728,0,1,3,2,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
19814464,0,1,5,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
19852568,0,1,6,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
19862476,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
19974962,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
20185152,0,2,7,2,0,0,0,1,0,1,14289.25,5593.3859769821,0.17182442067736187,0.12353299743942625,8125.0,216.50635094610973,0,1,0.11334426551178012,26138.1018638925,0.39099344963699756,5817.393692022263,0
20282180,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
20315799,0,5,2,2,0,0,0,0,0,0,249379.0,0.0,0.49106326530612243,0.0,0.0,0.0,0,1,0.18648867313915857,224644.81093394078,0.5351850518407225,7402.233485193622,0
20375583,0,2,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
20526981,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
2067831,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
20821934,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
20847813,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21017154,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21018299,0,1,3,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21140081,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21165439,0,2,5,2,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21204556,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21295283,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
2140339,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21416139,0,2,6,4,0,0,0,1,0,1,83804.75,52733.443929706504,0.33322575757575756,0.3260199422760945,7725.0,5703.23373184021,1,1,0.29115704582903534,313774.3003663004,0.8242709508194023,21465.324675324675,0
21523337,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21613951,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21654817,0,2,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
21923317,0,2,5,2,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
22021627,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
22233900,0,2,5,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
22480084,0,1,4,1,0,0,0,1,0,0,19000.0,0.0,0.24,0.0,8000.0,0.0,0,1,0.12166172106824925,82120.8037037037,0.21967710549340905,12957.066666666668,0
22509190,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
22559152,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
22561551,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
22657732,0,1,5,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
22849150,0,2,3,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
2302404,0,3,1,1,0,0,0,1,0,0,35000.0,0.0,0.5,0.0,4000.0,0.0,0,1,0.1229673590504451,21035.83858753807,0.5755078975134404,5363.54111449502,0
23183009,0,1,3,2,0,1,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
23230669,0,2,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
23396014,0,1,3,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
23515200,0,1,4,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
2369912,0,2,4,2,0,1,0,0,0,0,83104.0,57104.0,0.7587238095238096,0.018723809523809504,8500.0,5000.0,1,1,0.1305636597035827,17564.4796875,0.7710146408303951,8286.287364130434,0
23705429,0,1,5,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
2387474,0,3,4,2,0,0,0,1,0,1,72583.8,24312.60762978747,0.5307585851829331,0.1219697963728004,4797.4,2509.476885727382,1,1,0.13384539957509398,59957.1520119225,0.6840372420624098,22098.294967327754,0
24484178,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25032571,0,1,2,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25123679,0,1,4,1,0,0,0,1,0,0,60909.5,44090.5,0.23019553072625698,0.16980446927374304,6900.0,0.0,0,1,0.16895874263261296,31454.6647737756,0.4828952100541346,10897.098554617549,0
25317921,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25320747,0,3,6,2,0,0,0,1,0,1,99014.5,113550.69428490226,0.34386127077223855,0.2834346686698166,4208.333333333333,3287.9092478689586,0,1,0.23952686052242483,219569.8818657367,0.5813012817347932,19249.149234693876,0
2537915,0,1,3,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25414622,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25422689,0,2,3,2,0,0,0,1,0,0,39636.0,9732.390682663741,0.41080278280542987,0.274897738910283,3400.0,4176.12260356422,0,1,0.18856312889314805,46473.66501240695,0.8005795434440252,8324.722911497105,0
25466629,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25489468,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25493354,0,2,6,2,0,0,0,1,0,0,122106.0,0.0,0.3833030303030303,0.0,11000.0,0.0,0,1,0.1011182863443062,70276.8083706607,0.44303245282241616,8855.232082866742,0
25599583,0,1,4,2,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25603518,0,1,3,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25776803,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25858949,0,1,4,2,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
25903463,0,2,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
26101708,0,1,1,1,0,0,0,1,0,0,12800.0,0.0,0.7672727272727272,0.0,8500.0,0.0,0,1,0.12105263157894737,14625.470017953321,0.7173739191497542,6393.062836624776,0
2626947,0,3,5,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
26354942,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
26357007,0,1,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
26551920,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
26620428,0,2,2,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
27045693,0,6,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
27047448,0,2,1,1,1,0,0,0,0,0,2162000.0,0.0,0.0846740050804403,0.0,6900.0,0.0,0,1,0.4821736249171637,1916570.233478433,0.05143884492028456,14572.127423822714,0
2737543,0,3,3,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
27598460,0,1,1,1,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
2797416,0,1,5,3,0,0,0,1,0,0,\N,\N,\N,\N,\N,\N,0,1,\N,\N,\N,\N,0
