buyer_id,label,no_unique_umid_14d,no_unique_ip2_14d,id_new_ip3_4m,id_ip3_same_seller_14d,avg_price_per_order_14d,std_price_per_order_14d,avg_dscnt_rate_per_order_14d,std_dscnt_rate_per_order_14d,avg_shpfee_per_order_14d,std_shpfee_per_order_14d,id_susp_paymethod_14d,no_acct_umid_14d,max_cancel_rate_14d,max_avg_price_seller_14d,max_avg_dscnt_rate_seller_14d,max_avg_shpfee_seller_14d
19515437,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
19731893,0,1,2,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
20296590,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
2139353,0,1,1,1,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
21977154,0,1,2,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
22546768,0,1,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
24066325,0,2,2,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
24551267,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
25724697,0,1,4,0,1,565235.0,0.0,0.0,0.0,68300.0,0.0,1,0,0.18137493905411994,62580.61814345991,0.7936681466818778,17900.729957805906
26193545,0,1,3,0,0,183450.0,0.0,0.0,0.0,13500.0,0.0,0,0,0.2929984779299848,145103.9839715049,0.0443426007955332,12199.349599287623
27018801,0,7,3,0,0,131600.0,0.0,0.0,0.0,22500.0,0.0,1,1,0.1675035868005739,145337.4024571854,0.35835110921262625,19698.018615040954
27638814,0,5,2,1,0,73892.1,45894.739030634,0.0,0.0,7450.0,550.0,0,0,0.19419002682949393,146179.32484514796,0.7709906109870996,20135.561111897016
27780990,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
27934811,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
2881913,0,1,1,0,0,42010.25,71008.44961824967,0.03420032402089339,0.038432836139760604,27519.5,47620.139019641676,0,1,0.8347107438016529,53843.28358208955,0.01694934418815016,64514.92537313433
28980704,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
30836004,0,0,2,0,0,293200.0,0.0,0.0,0.0,10000.0,0.0,0,0,0.23089564502875926,169700.34838076547,0.1372359081732218,17290.595682041218
31120969,0,1,2,1,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
32010354,0,0,1,0,0,30500.0,0.0,0.0,0.0,8000.0,0.0,0,0,0.15119741100323625,6553.309480122324,0.6207196424874819,2693.6825688073395
32220529,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
32338292,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
32632971,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
32910973,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
32913629,0,2,5,1,0,583264.2857142857,191499.84933654222,0.0,0.0,22759.52380952381,6030.243599431181,0,3,0.09068536681520065,162449.0236415634,0.2646457621408154,6398.9772922022275
3450808,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,3,\N,\N,\N,\N
3571370,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
3734794,0,2,3,0,0,178000.0,0.0,0.0,0.0,8000.0,0.0,0,1,0.08116883116883117,193627.23785166242,1.7020395114567563E-4,36529.63171355499
391421,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400000240279,0,0,2,0,0,51499.5,3500.5,0.0,0.0,10000.0,0.0,0,0,0.13814074717636837,68515.79910714286,0.4421652124090409,15619.270089285714
400000622173,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400000854823,0,0,1,1,0,43900.0,0.0,0.0,0.0,38000.0,0.0,0,0,0.07969547258443346,7492.830509924709,0.3711536702930452,2917.62294661191
400000954422,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400001384931,0,1,1,1,0,17500.0,0.0,0.3137254901960784,0.0,8500.0,0.0,0,0,0.11909772813123955,17210.39717382357,0.5039046774457189,5322.8438743311835
400002248276,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400002858665,0,0,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400002910431,0,1,2,0,0,35900.0,0.0,0.0,0.0,6900.0,0.0,0,1,0.1569660258098499,48145.41090078329,0.4113471474852745,10783.048302872063
400005742070,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400006312853,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400006454928,0,0,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400007030521,0,1,4,1,0,86500.0,0.0,0.0,0.0,53500.0,0.0,0,1,0.3496600123631868,17355.983477328624,0.5789147525389841,5898.367156460869
400007626444,0,1,1,0,0,119000.0,87700.0,0.018630647414997672,0.018630647414997672,6900.0,0.0,0,0,0.1609181871689229,142504.2753660416,0.5040223322901499,17575.361674800926
400007760668,0,1,3,0,0,25650.0,2850.0,0.0,0.0,11750.0,1750.0,1,0,0.32222222222222224,20956.354838709678,0.7024868560987616,10587.435483870968
400007902866,0,2,4,0,0,15659.0,0.0,0.0,0.0,6900.0,0.0,0,0,0.10216516157110217,8409.85827664399,0.7310744957107481,7909.213435374149
400007928987,0,1,2,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400008754438,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400008828825,0,1,2,0,0,27000.0,0.0,0.0,0.0,8000.0,0.0,0,1,0.1640741945981126,20535.581514762514,0.796164814346685,16900.221309370987
400009156311,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400009390037,0,1,1,1,0,87000.0,0.0,0.0,0.0,8000.0,0.0,0,2,0.27911018421967326,85142.43171675097,0.5725137405975167,10745.827432311811
400009890463,0,1,2,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400010312979,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400010672325,0,2,3,0,0,20000.0,0.0,0.0,0.0,11000.0,0.0,0,1,0.21604468139121605,12046.95083034842,0.5073063633278203,9036.27808531423
400010684611,0,1,3,0,0,56200.0,0.0,0.0,0.0,8000.0,0.0,0,0,0.10223425863236289,23495.418177797434,0.16677416643513143,11026.182441397612
400011102753,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400011278417,0,1,3,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400011412703,0,1,3,0,0,1919000.0,0.0,0.0,0.0,70000.0,0.0,0,0,0.3932916756446168,1896730.5496752006,0.1711831755244395,15167.560947649981
400012486147,0,1,2,1,1,196500.0,164854.98678131236,0.0,0.0,14500.0,9228.578799938085,0,1,0.1990231012531529,86083.10493579454,0.5689567534898259,16542.16051364366
400013328808,0,0,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400013548176,0,0,5,0,0,68360.33333333333,31933.873554929447,0.0,0.0,15333.333333333334,8249.579113843056,0,0,0.14708480565371024,59032.3983353151,0.7458338513817923,19974.14935064935
400015062686,0,1,2,0,0,67500.0,0.0,0.0,0.0,8000.0,0.0,0,1,0.1338411316648531,54069.73705722071,0.7059392729300662,18006.200272479564
400015682620,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400017250525,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400018070910,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400018484974,0,0,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400018944889,0,1,3,0,0,54100.0,34353.74797602148,0.0,0.0,11100.0,2424.871130596428,0,0,0.20863309352517986,64047.457627118645,0.6693836679430626,19146.661016949154
400019190448,0,2,1,0,0,18941.0,0.0,0.0,0.0,6900.0,0.0,0,1,0.12613575628006413,54978.17981888745,0.5242880922025667,13232.70019404916
400020740287,0,1,5,1,0,124250.0,0.0,0.0,0.0,18500.0,0.0,0,0,0.14208558371416702,56269.549426301855,0.3981530318773699,6686.47572815534
400021004108,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400022368709,0,0,1,0,0,104500.0,0.0,0.0,0.0,11500.0,0.0,0,2,0.30058651026392963,82161.20268256334,0.5436965315538778,18644.907600596125
400022932147,0,0,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400023588816,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400023672358,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400024254602,0,0,3,0,1,20725.0,9223.98368385374,0.0,0.0,6900.0,0.0,0,0,0.1875,18059.625775141547,0.5544202513686288,8159.4572661094635
400025146963,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400025150775,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400026416233,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400027792945,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400027948892,0,0,1,0,1,28887.5,3516.1902323395416,0.0,0.0,7687.5,826.7972847076845,0,0,0.14739096573208724,58054.18918918919,0.6416007988273206,10377.984555984556
400028138039,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400028342022,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400028854945,0,2,1,0,0,62000.0,0.0,0.0,0.0,27000.0,0.0,0,1,0.1980127509495388,31440.09667301445,0.6865013847096781,18539.157387700234
400029116853,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400029184500,0,0,4,0,1,30491.666666666668,3279.5028417259973,0.0,0.0,7266.666666666667,518.5449728701348,0,0,0.15270139113555484,34786.49075297226,0.7738310383959887,12617.356671070012
400029236758,0,0,2,0,0,228999.0,0.0,0.0,0.0,38800.0,0.0,0,0,0.17878686327077747,66194.84676684882,0.6507937612119905,11357.258636573008
400029600958,0,1,4,1,0,19487.0,7564.7145352617235,0.303729280298152,0.21752870388942172,6900.0,0.0,0,1,0.1340670335167584,12068.09737797499,0.39684921247545074,3307.4414683340055
400031222741,0,1,3,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400032042948,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400032416585,0,1,1,0,0,161700.0,0.0,0.0,0.0,8000.0,0.0,0,0,0.21176470588235294,152847.66233766233,0.4039133740417968,1474.025974025974
400032610386,0,2,4,0,0,184900.0,0.0,0.0,0.0,6900.0,0.0,0,0,0.18595317725752508,84031.70584689573,0.7834688943607001,6033.376532047419
400033102529,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400033478895,0,1,2,1,0,58900.0,0.0,0.0,0.0,17000.0,0.0,1,0,0.17460679279689992,36142.15726577438,0.2079650034287562,11592.023900573613
400034038857,0,1,4,0,0,54044.4,15124.075027584331,0.0,0.0,7700.0,1363.8181696985855,0,2,0.4948565896163621,66504.25665101722,0.6622358727969049,11639.802816901409
400034961585,0,1,1,0,0,38824.5,29175.5,0.0,0.0,7450.0,550.0,1,1,0.3396080760095012,31535.131526287067,0.551818734961528,6298.147716936511
400036464017,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400037532771,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400037547936,0,1,2,0,0,71297.0,0.0,0.0,0.0,14900.0,0.0,0,1,0.1706543248237853,31060.901960784315,0.650100546643741,13039.210784313726
400037598694,0,1,5,0,0,50532.0,0.0,0.0,0.0,7500.0,0.0,0,1,0.15057247785698855,23055.80275132275,0.045796350203116135,5945.266031746031
400038414835,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400039020549,0,1,5,1,0,125199.66666666667,51004.25080542034,0.0,0.0,15166.666666666666,6956.212251569736,0,1,0.14052422121586386,73842.77233082707,0.7187857874427089,19199.13256826276
400039614247,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400042002810,0,1,5,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400042431254,0,1,3,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400043064184,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400043334512,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400043772823,0,1,3,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400043823064,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400044405360,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400044543382,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400044678087,0,1,2,0,0,76900.0,0.0,0.0,0.0,6900.0,0.0,0,0,0.1335483870967742,37065.030724213604,0.2479417448859643,6699.956352109241
400047873896,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400048224148,0,0,1,0,0,93400.0,0.0,0.0,0.0,13500.0,0.0,0,0,0.17636022514071295,73765.13538461538,0.6821459506884294,13728.153846153846
400049565585,0,1,4,0,0,136378.0,86007.6998568539,0.0,0.0,35500.0,3535.5339059327375,0,2,0.18982244188174996,52513.31064572426,0.6792296263449156,14046.392670157067
400050138861,0,1,2,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400050507173,0,1,2,0,0,52472.0,0.0,0.0,0.0,7000.0,0.0,0,1,0.10599406973689149,49796.53355232285,0.022598831324652107,4985.362271234162
400051212992,0,1,1,0,0,38973.5,23448.686866219185,0.0,0.0,8262.5,2107.6868244594593,0,1,0.3027375201288245,86314.25620496397,0.5926400026176244,16779.172137710168
400051911211,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400052172825,0,1,2,0,0,79425.0,36312.5580894544,0.0,0.0,7425.0,909.3266739736606,0,1,0.1125,210159.0909090909,0.5352418387862764,29008.333333333332
400055085078,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400055286090,0,1,2,1,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400058181415,0,2,4,0,0,84022.66666666667,75881.50034245646,0.0,0.0,12633.333333333334,7344.083030273797,0,0,0.16852367688022285,81106.15784671533,0.7135803776860405,9166.233576642337
400058313043,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400058637837,0,1,1,1,0,34850.0,0.0,0.0,0.0,8000.0,0.0,0,1,0.13133354056574448,40681.14670856765,0.17059943006879408,9670.5978332782
400059519057,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400059861925,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400060665500,0,0,1,1,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400060992758,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400061511485,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400061961418,0,2,1,0,0,19500.0,2121.3203435596424,0.0,0.0,8500.0,0.0,0,2,0.164372503156631,11330.748886297724,0.61827724876314,5919.183333333333
400062354759,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400062756466,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400063416327,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400063584404,0,1,5,1,0,25945.0,11755.0,0.0,0.0,6900.0,0.0,0,0,0.16739446870451238,38286.09891366495,0.5289504412556418,12380.829045168668
400063752955,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400065372771,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400065426829,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400065555756,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400066236131,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400066737244,0,1,2,0,0,68362.33333333333,56583.11500988808,0.0,0.0,16333.333333333334,2592.7248643506746,1,1,0.2916666666666667,79409.40366785532,0.6773548760186272,18264.26048284625
400067256027,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400067595222,0,1,5,1,0,131500.0,0.0,0.0,0.0,22500.0,0.0,0,1,0.0857364041029611,147737.8710301022,0.37268999339993963,19973.057166528582
400069500730,0,1,1,1,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400070235228,0,2,2,0,0,72000.0,0.0,0.0,0.0,7000.0,0.0,0,1,0.055120481927710845,89475.70762711864,0.44803863879117667,10997.972033898304
400071204463,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400071531189,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400072092886,0,1,4,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400073043493,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400073394149,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400073409312,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400073778019,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400074024110,0,0,2,0,0,41200.0,14701.530532567009,0.0,0.0,6900.0,0.0,0,0,0.13601321585903084,17897.486276236606,0.5723777505099616,9074.28621752532
400074747538,0,1,4,0,0,104250.16666666667,112304.79413990107,0.0,0.0,11083.333333333334,7424.153524514129,0,0,0.9314516129032258,133661.0153846154,0.688204136131228,26623.519648093843
400079298203,0,1,2,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400079853543,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400080021504,0,1,1,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400080108167,0,1,4,0,0,33600.0,0.0,0.0,0.0,6900.0,0.0,0,0,0.1182099634112018,20619.878725590956,0.14460359068270334,5072.11305241521
400080108167,0,0,4,0,0,26630.0,7262.2631917789,0.0,0.0,6900.0,0.0,0,0,0.25391389432485323,156896.13203539824,0.7071076935949746,11014.88364116095
400080321745,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400081533686,0,1,4,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400081608777,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400081974419,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400082475115,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400083552729,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400083561363,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400083756367,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400083873317,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400084299971,0,1,1,0,0,98000.0,0.0,0.0,0.0,13000.0,0.0,0,1,0.5563139931740614,83556.2924528302,0.44295805031446484,11146.150943396226
400084797462,0,19,6,1,0,30300.0,0.0,0.0,0.0,13800.0,0.0,0,1,0.1076388888888889,13171.684817103725,0.4097364884697281,4533.18828762046
400085244688,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400085430616,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400086321145,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400086642855,0,1,3,1,0,38080.4,20865.711984976693,0.0,0.0,7540.0,845.2218643646175,0,0,0.17551462621885158,54798.661458333336,0.7167712945388701,21568.586650703382
400087452845,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400087605994,0,1,1,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400089999574,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400090710117,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400090896324,0,1,2,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400091502922,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400091541685,0,0,1,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400092012838,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400092855225,0,1,1,1,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400093203283,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400093518744,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400093959580,0,1,1,0,0,215000.0,0.0,0.0,0.0,17000.0,0.0,0,1,0.15373563218390804,98589.07142857143,0.34993645852557065,9936.60212514758
400094682498,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400094982547,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400095507475,0,1,2,0,0,\N,\N,\N,\N,\N,\N,\N,2,\N,\N,\N,\N
400095795479,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400095843124,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400096317763,0,1,1,1,0,30200.0,0.0,0.0,0.0,14000.0,0.0,0,1,0.22087562490531737,11949.276943240246,0.7058656552943946,9617.726081258192
400096959601,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
400098519237,0,1,1,0,0,\N,\N,\N,\N,\N,\N,\N,0,\N,\N,\N,\N
400098936484,0,1,2,0,0,20882.0,10873.317525024275,0.0,0.0,6375.0,1386.3170633011773,0,0,0.12478007849506023,18728.154415392204,0.5705448469662715,7191.577701036013
400098960726,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N
