buyer_id,label,no_unique_umid_14d,no_unique_ip2_14d,no_unique_ipisp_14d,id_new_umid_14d,id_new_ip2_14d,id_new_ipisp_14d,id_umid_same_seller_14d,id_ip2_same_seller_14d,avg_price_per_order_14d,std_price_per_order_14d,avg_discount_per_order_14d,std_discount_per_order_14d,avg_shpfee_per_order_14d,std_shpfee_per_order_14d,no_acct_umid_14d
12267679,0,3,3,3,0,0,0,0,0,87542.5,60813.73657530016,82957.5,69614.81922873894,1250.0,433.0127018922193,1
12383397,0,2,6,3,0,0,0,0,0,9330.0,3175.604929248389,30670.0,12108.58373221245,9500.0,0.0,1
12495399,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12495723,0,1,1,1,1,0,0,0,0,18821.333333333332,10816.71550066018,17562.0,21377.13890013244,6216.666666666667,2168.588890909888,0
12545073,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12596525,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12630968,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12655721,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12659779,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12681985,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12707494,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12717948,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
127397,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12768241,0,2,6,3,0,0,0,0,1,35604.444444444445,26641.98527433766,29395.555555555555,47009.595254848675,1123.7777777777778,2274.8359539280964,1
12773856,0,2,3,3,0,0,0,0,0,15000.0,0.0,20000.0,0.0,8000.0,0.0,1
12777878,0,2,2,2,0,0,0,0,0,52030.25,23888.826890148877,87969.75,10823.795553663236,9250.0,6057.0207197928585,1
12914709,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12922545,0,3,3,2,0,0,0,0,0,149300.0,56538.30559894769,65366.666666666664,92442.42652712131,2083.3333333333335,2946.278254943948,1
12935460,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
12974109,0,1,2,2,0,0,0,0,0,63925.875,26706.429359039652,28282.875,36584.768454363286,1250.0,3307.189138830738,1
13004027,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1305113,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1305959,0,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13078571,0,2,6,3,1,0,0,0,0,105760.0,108576.93309354431,79040.0,119000.86722373076,10400.0,3184.3366656181315,0
13225801,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13297424,0,2,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13325196,0,2,1,1,0,0,0,0,0,43065.0,0.0,106935.0,0.0,65500.0,0.0,1
13337549,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1333881,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1334275,0,2,5,3,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
13350923,0,2,5,2,0,0,0,0,0,272000.0,0.0,107000.0,0.0,0.0,0.0,1
1347557,0,3,5,4,0,0,0,0,0,324430.0,43430.0,91070.0,67070.0,6900.0,0.0,1
1350680,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13588523,0,0,3,2,1,1,0,0,0,30350.0,0.0,44650.0,0.0,8000.0,0.0,0
13601335,0,1,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13623163,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13741157,0,3,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1374619,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13749215,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13761648,0,3,2,2,1,0,0,0,0,183170.0,0.0,190830.0,0.0,900.0,0.0,1
13766697,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1379726,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13803605,0,2,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13811436,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13831012,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13866101,0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13906064,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13913684,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13953143,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1397923,0,1,6,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1398248,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
13987254,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14001161,0,2,2,2,0,0,0,0,0,49500.0,0.0,10500.0,0.0,3834.0,0.0,1
14054063,0,2,6,3,0,0,0,0,0,64211.857142857145,51482.783497921686,39088.142857142855,46340.87485587819,4303.571428571428,4506.987205824906,1
140847,0,0,3,1,1,1,0,0,0,18537.0,0.0,9463.0,0.0,6900.0,0.0,0
1409594,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14102343,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14110651,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14115623,0,1,7,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14152676,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1415503,0,1,6,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14187943,0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14204523,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14241406,0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1427803,0,2,1,1,0,0,0,0,0,216719.0,140987.67635151662,170781.0,227713.54786880818,5500.0,1940.3607911932254,1
14282004,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14298520,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14302615,0,0,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,1
14322634,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14352866,0,2,4,2,0,0,0,0,0,142500.0,56500.0,117000.0,83000.0,8500.0,5000.0,1
14379137,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1440969,0,2,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14419927,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14420741,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14424837,0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1448606,0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14509385,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14528794,0,0,3,1,1,0,0,0,0,19802.5,7342.5,31697.5,4157.5,8000.0,0.0,0
14536280,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14537340,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14570249,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14603348,0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14645952,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14652523,0,1,3,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
14734703,0,2,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14746218,0,2,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14748445,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14766228,0,3,3,2,0,0,0,0,0,76887.5,56942.321420451415,67862.5,74254.94406940187,1725.0,2987.7876430563133,1
14775127,0,2,2,2,0,0,0,0,1,158921.58333333334,149678.51254464145,40420.0,58851.55704538892,16563.666666666668,11811.167761440396,1
14825593,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14845628,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14846529,0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14860579,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14883121,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
14883316,0,2,2,2,0,0,0,0,0,37250.0,15850.0,20050.0,20050.0,4753.0,753.0,1
14885391,0,2,3,3,0,0,0,0,0,82276.5,67723.5,15223.5,15223.5,4042.0,708.0,1
14888442,0,2,2,2,0,0,0,0,0,96388.5,53638.5,24486.5,24486.5,0.0,0.0,1
14900539,0,1,5,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
14933211,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15000645,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15067030,0,1,6,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15193186,0,2,3,2,0,0,0,0,0,220875.0,101315.33385919429,231075.0,151063.94962068216,14375.0,10230.9273773202,1
15210133,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15260979,0,2,4,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
1526361,0,1,7,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15274618,0,1,3,2,0,0,0,0,1,188514.2857142857,301973.86560794315,90814.28571428571,150160.3564628868,8364.285714285714,6334.300856995883,1
15366285,0,1,2,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
15368016,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15388015,0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15389982,0,2,8,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15405628,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1542225,0,2,2,1,0,0,0,0,0,6000.0,0.0,50000.0,0.0,1750.0,0.0,1
15447465,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15502175,0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15523679,0,2,5,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15541801,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15550182,0,1,7,5,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15562030,0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15598106,0,1,5,3,0,0,0,0,0,154705.0,65295.0,55295.0,55295.0,24500.0,6500.0,1
15631629,0,2,5,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
15637626,0,1,6,4,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1565470,0,2,2,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
15707680,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15757874,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15771596,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15774396,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15788196,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15790121,0,2,2,2,0,0,0,0,0,48343.25,26671.625122731086,2806.25,4788.670711951282,1897.5,2058.324136281747,1
15793335,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15831321,0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15837802,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15918808,0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15923567,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
15957224,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
160344,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1608420,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16105609,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16112766,0,2,1,1,0,0,0,0,0,1.269858E8,0.0,-2.0567E7,0.0,200500.0,0.0,1
1611765,0,2,2,1,0,0,0,0,1,72080.0,0.0,77920.0,0.0,13500.0,0.0,1
16118968,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16123868,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16143068,0,2,2,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
16173061,0,2,2,1,0,0,0,0,1,399103.0,0.0,177297.0,0.0,11463.0,0.0,1
16182936,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16185025,0,1,5,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1618973,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16224577,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16230081,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16245741,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16248954,0,0,2,2,1,0,0,0,0,\N,\N,\N,\N,\N,\N,0
16271607,0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16294152,0,2,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16297055,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16368805,0,1,7,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16374855,0,4,1,1,0,0,0,0,1,34909.36363636364,21894.403727780333,53636.09090909091,58214.8244919462,1112.090909090909,2152.1169474198887,1
16375228,0,2,7,4,0,0,0,0,1,66819.90909090909,52889.58113320884,76321.0,64204.020354151995,4984.636363636364,4048.1316514867194,1
16377458,0,1,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16385279,0,2,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16390215,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1640764,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16431051,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16444526,0,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16479930,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16519372,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16618462,0,2,2,2,0,0,0,0,1,14600.0,4600.0,14149.5,5150.5,13500.0,0.0,1
16654724,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16658170,0,3,3,3,0,0,0,0,0,34000.0,1000.0,67500.0,7500.0,0.0,0.0,1
1668772,0,2,7,3,0,1,0,0,0,73487.125,109339.5110749512,30637.75,29139.598061529607,8412.5,13943.227522707934,1
16695500,0,1,4,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
16748481,0,1,5,2,1,1,0,0,1,114524.4,84417.37814597182,47075.6,42492.02058081023,2400.0,3878.1438859330633,0
16769052,0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16782462,0,1,3,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
16799631,0,2,7,2,0,0,0,0,0,162863.33333333334,85515.24633394652,345436.6666666667,210135.68954897267,19000.0,6416.125518306719,1
16822076,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16832177,0,1,6,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1685391,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16958775,0,2,8,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16987744,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
16997856,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17013308,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1703701,0,2,2,1,0,0,0,0,0,82600.0,28169.487038283107,75733.33333333333,56912.876887006474,1425.0,156.5779890874406,1
17092228,0,1,2,1,0,0,0,0,1,98499.0,0.0,50501.0,0.0,25000.0,0.0,1
1712703,0,2,2,2,0,0,0,0,1,79166.0,36539.399951285464,104954.0,52648.633684075794,1317.2,1277.0212840826107,1
17127527,0,2,5,3,0,0,0,0,0,13419.0,0.0,6581.0,0.0,7000.0,0.0,1
17161163,0,1,3,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
17167815,0,1,2,1,0,0,0,0,0,3935310.0,3693243.0009816578,3362940.0,2557910.9927438837,54000.0,33496.268448888455,5
17220633,0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,3
17232850,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17311138,0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17337004,0,2,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1734409,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17351964,0,1,7,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17368542,0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17368754,0,1,1,1,0,0,0,0,1,88275.0,56777.87311092236,37575.0,47071.083214644634,3950.0,3421.622422185125,1
17369275,0,0,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,1
17381489,0,2,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17396651,0,1,3,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
1740284,0,5,1,1,0,0,0,0,0,162986.66666666666,135668.14544648604,86346.66666666667,92084.4848796775,29866.666666666668,12062.430195537807,1
17425137,0,1,5,1,0,0,0,0,1,31200.0,0.0,25480.0,0.0,0.0,0.0,1
1742834,0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17448710,0,1,1,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
17464389,0,0,1,1,1,0,0,0,0,6693.0,0.0,8307.0,0.0,6900.0,0.0,0
17481559,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17502839,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17530408,0,2,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1753702,0,3,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17539307,0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17596112,0,3,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17610355,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17657454,0,2,3,1,0,0,0,0,0,24990.0,0.0,30010.0,0.0,9000.0,0.0,1
17690511,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17699007,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17715494,0,2,3,2,0,1,1,0,0,14867.333333333334,7502.98613146052,31466.0,17171.38837329896,6900.0,0.0,1
17727512,0,0,1,1,1,0,0,0,0,\N,\N,\N,\N,\N,\N,0
17736543,0,2,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17757866,0,3,3,3,0,0,0,0,1,1203000.0,410417.47038838395,88400.0,56830.27362242769,4918.75,2926.3551881991357,1
17762906,0,2,3,2,0,0,0,0,0,72400.0,37348.449320777254,85600.0,67768.0357297352,2666.6666666666665,3771.2361663282536,1
17780691,0,1,3,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
17810869,0,3,1,1,1,0,0,0,0,\N,\N,\N,\N,\N,\N,0
17853472,0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17901499,0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
17919677,0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1793357,0,1,6,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1794774,0,2,2,2,0,0,0,0,0,250000.0,0.0,25000.0,0.0,5500.0,0.0,1
18022588,0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
1804286,0,1,3,2,1,0,0,0,0,\N,\N,\N,\N,\N,\N,1
18096473,0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
18096550,0,2,1,1,0,0,0,0,0,51949.75,33934.82466711004,38149.5,36396.79039077484,4000.0,4000.0,1
