label,no_unique_umid_14d,no_unique_ip2_14d,no_unique_ipisp_14d,id_new_umid_14d,id_new_ip2_14d,id_new_ipisp_14d,id_umid_same_seller_14d,id_ip2_same_seller_14d,avg_price_per_order_14d,std_price_per_order_14d,avg_discount_per_order_14d,std_discount_per_order_14d,avg_shpfee_per_order_14d,std_shpfee_per_order_14d,no_acct_umid_14d
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,7,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,6,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,1,1,0,0,0,0,0,216719.0,140987.67635151662,170781.0,227713.54786880818,5500.0,1940.3607911932254,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,0,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,2,0,0,0,0,0,142500.0,56500.0,117000.0,83000.0,8500.0,5000.0,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,0,3,1,1,0,0,0,0,19802.5,7342.5,31697.5,4157.5,8000.0,0.0,0
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
0,2,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,3,3,2,0,0,0,0,0,76887.5,56942.321420451415,67862.5,74254.94406940187,1725.0,2987.7876430563133,1
0,2,2,2,0,0,0,0,1,158921.58333333334,149678.51254464145,40420.0,58851.55704538892,16563.666666666668,11811.167761440396,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,2,0,0,0,0,0,37250.0,15850.0,20050.0,20050.0,4753.0,753.0,1
0,2,3,3,0,0,0,0,0,82276.5,67723.5,15223.5,15223.5,4042.0,708.0,1
0,2,2,2,0,0,0,0,0,96388.5,53638.5,24486.5,24486.5,0.0,0.0,1
0,1,5,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,6,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,3,2,0,0,0,0,0,220875.0,101315.33385919429,231075.0,151063.94962068216,14375.0,10230.9273773202,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,7,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,1,188514.2857142857,301973.86560794315,90814.28571428571,150160.3564628868,8364.285714285714,6334.300856995883,1
0,1,2,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,8,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,1,0,0,0,0,0,6000.0,0.0,50000.0,0.0,1750.0,0.0,1
0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,5,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,5,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,7,5,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,5,3,0,0,0,0,0,154705.0,65295.0,55295.0,55295.0,24500.0,6500.0,1
0,2,5,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,6,4,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,2,0,0,0,0,0,48343.25,26671.625122731086,2806.25,4788.670711951282,1897.5,2058.324136281747,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,1,1,0,0,0,0,0,1.269858E8,0.0,-2.0567E7,0.0,200500.0,0.0,1
0,2,2,1,0,0,0,0,1,72080.0,0.0,77920.0,0.0,13500.0,0.0,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,1,0,0,0,0,1,399103.0,0.0,177297.0,0.0,11463.0,0.0,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,5,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,0,2,2,1,0,0,0,0,\N,\N,\N,\N,\N,\N,0
0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,7,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,4,1,1,0,0,0,0,1,34909.36363636364,21894.403727780333,53636.09090909091,58214.8244919462,1112.090909090909,2152.1169474198887,1
0,2,7,4,0,0,0,0,1,66819.90909090909,52889.58113320884,76321.0,64204.020354151995,4984.636363636364,4048.1316514867194,1
0,1,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,2,0,0,0,0,1,14600.0,4600.0,14149.5,5150.5,13500.0,0.0,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,3,3,3,0,0,0,0,0,34000.0,1000.0,67500.0,7500.0,0.0,0.0,1
0,2,7,3,0,1,0,0,0,73487.125,109339.5110749512,30637.75,29139.598061529607,8412.5,13943.227522707934,1
0,1,4,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,5,2,1,1,0,0,1,114524.4,84417.37814597182,47075.6,42492.02058081023,2400.0,3878.1438859330633,0
0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,7,2,0,0,0,0,0,162863.33333333334,85515.24633394652,345436.6666666667,210135.68954897267,19000.0,6416.125518306719,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,6,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,8,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,1,0,0,0,0,0,82600.0,28169.487038283107,75733.33333333333,56912.876887006474,1425.0,156.5779890874406,1
0,1,2,1,0,0,0,0,1,98499.0,0.0,50501.0,0.0,25000.0,0.0,1
0,2,2,2,0,0,0,0,1,79166.0,36539.399951285464,104954.0,52648.633684075794,1317.2,1277.0212840826107,1
0,2,5,3,0,0,0,0,0,13419.0,0.0,6581.0,0.0,7000.0,0.0,1
0,1,3,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,3935310.0,3693243.0009816578,3362940.0,2557910.9927438837,54000.0,33496.268448888455,5
0,2,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,3
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,7,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,1,88275.0,56777.87311092236,37575.0,47071.083214644634,3950.0,3421.622422185125,1
0,0,0,0,1,1,1,0,0,\N,\N,\N,\N,\N,\N,1
0,2,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,5,1,1,0,0,0,0,0,162986.66666666666,135668.14544648604,86346.66666666667,92084.4848796775,29866.666666666668,12062.430195537807,1
0,1,5,1,0,0,0,0,1,31200.0,0.0,25480.0,0.0,0.0,0.0,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
0,0,1,1,1,0,0,0,0,6693.0,0.0,8307.0,0.0,6900.0,0.0,0
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,3,4,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,3,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,3,1,0,0,0,0,0,24990.0,0.0,30010.0,0.0,9000.0,0.0,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,3,2,0,1,1,0,0,14867.333333333334,7502.98613146052,31466.0,17171.38837329896,6900.0,0.0,1
0,0,1,1,1,0,0,0,0,\N,\N,\N,\N,\N,\N,0
0,2,3,3,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,3,3,3,0,0,0,0,1,1203000.0,410417.47038838395,88400.0,56830.27362242769,4918.75,2926.3551881991357,1
0,2,3,2,0,0,0,0,0,72400.0,37348.449320777254,85600.0,67768.0357297352,2666.6666666666665,3771.2361663282536,1
0,1,3,1,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
0,3,1,1,1,0,0,0,0,\N,\N,\N,\N,\N,\N,0
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,6,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,2,0,0,0,0,0,250000.0,0.0,25000.0,0.0,5500.0,0.0,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,1,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,1,1,0,0,0,0,0,51949.75,33934.82466711004,38149.5,36396.79039077484,4000.0,4000.0,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,3,0,0,0,0,0,51229.666666666664,25796.323256533196,63268.333333333336,47514.34526072684,14533.333333333334,10260.062811157099,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,37333.333333333336,20072.09228976613,99333.33333333333,40941.69295745136,18333.333333333332,5137.011669140814,1
0,3,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,3,5,3,0,1,1,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,1,0,0,0,0,1,44085.8,20689.397539802845,18614.2,26694.278236356196,4080.0,2725.729260216429,1
0,2,4,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,1,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,6,4,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,0,0,0,0,259143.0,341464.8294168327,256857.0,380167.7183323171,18041.666666666668,16515.407368743756,1
0,1,2,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,2,1,0,0,0,0,0,52470.0,0.0,57530.0,0.0,1000.0,0.0,1
0,4,5,2,0,0,0,0,0,97994.0,18006.0,57506.0,32506.0,2285.5,2285.5,1
0,1,2,1,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,2,4,2,0,0,0,0,1,75500.0,0.0,109500.0,0.0,0.0,0.0,1
0,7,1,1,1,0,0,0,0,1089000.0,0.0,166000.0,0.0,0.0,0.0,0
0,1,3,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,3,2,2,0,1,0,0,0,29999.0,0.0,70001.0,0.0,6900.0,0.0,1
0,1,2,1,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,4,2,0,0,0,0,0,\N,\N,\N,\N,\N,\N,1
0,1,3,2,0,1,0,0,0,\N,\N,\N,\N,\N,\N,1
